poll_id,pollster,numeric_grade,pollscore,candidate_name,pct,state,date
1,YouGov,3.2491496179951356,-0.36845200695097446,Kamala Harris,48.19413958565396,Pennsylvania,2024-08-27
2,RMG Research,3.5659367804182693,2.4890750469639897,Kamala Harris,51.30845943213106,Texas,2024-09-10
7,Ipsos,4.5300539339659736,0.3109179912135005,Kamala Harris,50.52781809164631,Wisconsin,2024-09-26
8,RMG Research,4.651046700659208,0.40195345785468817,Kamala Harris,54.46275140503966,Florida,2024-07-03
10,CBS News,3.493963818415068,-0.3436162918806076,Kamala Harris,52.214721265537115,Pennsylvania,2024-07-27
14,Other,3.880033751321025,-0.5108970925211906,Kamala Harris,54.55393598182601,Florida,2024-07-02
18,RMG Research,4.99185426493641,-0.7509533250704408,Kamala Harris,51.63232524234824,Arizona,2024-07-19
19,Ipsos,3.3744303938234226,-0.8361944500356913,Kamala Harris,52.17572887151707,Arizona,2024-07-22
21,Napolitan News,4.147234744601883,-1.0767816696316004,Kamala Harris,46.65803604695435,Michigan,2024-07-06
23,Napolitan News,4.7497148520778865,1.8841036055237055,Kamala Harris,53.22781195585045,Michigan,2024-09-24
25,Ipsos,3.3002849525539206,-0.9495710385963321,Kamala Harris,51.3219294444892,Wisconsin,2024-07-15
26,RMG Research,3.799028270854615,-0.5305122090503573,Kamala Harris,51.40954284136156,Arizona,2024-08-17
28,YouGov,3.7588751654140653,-0.015427999198436737,Kamala Harris,40.68181174610934,Wisconsin,2024-07-21
32,Ipsos,3.8512829760089518,-1.213557731360197,Kamala Harris,55.5128946873273,Michigan,2024-09-23
33,CBS News,4.316685564955696,-0.40450104232877493,Kamala Harris,51.17280168641784,Wisconsin,2024-09-09
34,CBS News,3.642692715325393,0.9235082576051354,Kamala Harris,56.960878976776556,Pennsylvania,2024-09-01
35,RMG Research,3.3525630038231613,-0.3751858789473772,Kamala Harris,53.200345374824366,Michigan,2024-07-12
36,Other,4.04105401840061,-0.8796600811183453,Kamala Harris,50.013224493411705,Florida,2024-09-11
38,CBS News,3.6886725357268006,2.4200202943757176,Kamala Harris,56.80498349075585,Arizona,2024-07-19
39,RMG Research,4.8981589377392085,1.5987008037045598,Kamala Harris,58.271824021075545,Texas,2024-08-22
40,SurveyMonkey,3.3100102105876434,1.2652231259271502,Kamala Harris,55.28376486080821,Arizona,2024-07-23
43,YouGov,3.3354880063561723,-0.9063919587060809,Kamala Harris,48.10953542716956,Michigan,2024-07-03
44,SurveyMonkey,3.2451167335500943,1.4956509498879313,Kamala Harris,63.97528015341537,Wisconsin,2024-08-10
45,Ipsos,3.714743945398368,1.4705235753208399,Kamala Harris,51.899391621582346,Pennsylvania,2024-08-02
46,SurveyMonkey,4.043082178663463,0.5293915662914515,Kamala Harris,43.97575813356036,Wisconsin,2024-09-27
47,Other,4.194544283044524,2.228587197139859,Kamala Harris,57.275362590497835,Florida,2024-08-22
50,YouGov,4.689254191564396,1.3662082254886627,Kamala Harris,63.649014755015294,Arizona,2024-09-21
51,Ipsos,3.0410830324748535,-0.8635112876072526,Kamala Harris,54.55705418172709,Pennsylvania,2024-07-29
52,Ipsos,3.4646487682126463,0.3296837965026498,Kamala Harris,54.33572725315084,Arizona,2024-09-27
55,SurveyMonkey,3.725847458001226,-1.2130601964890957,Kamala Harris,58.7838949230934,Florida,2024-07-16
58,Napolitan News,3.570605356502347,0.737567818723619,Kamala Harris,45.02554861175805,Florida,2024-08-26
59,Ipsos,4.069024016754701,-0.5336709972470999,Kamala Harris,43.23973328613793,Arizona,2024-07-10
60,YouGov,4.733098008995876,2.115794158540666,Kamala Harris,45.597403277103524,Texas,2024-09-05
61,RMG Research,4.176611739443615,-0.429521475918591,Kamala Harris,52.67896893264915,Arizona,2024-08-18
62,CBS News,4.64634129377082,1.5122855743393302,Kamala Harris,50.67545456330823,Wisconsin,2024-07-11
63,Ipsos,4.54328008426819,2.1228811237961054,Kamala Harris,52.872296219878315,Texas,2024-07-18
64,SurveyMonkey,4.607674922863953,-0.31989487167447805,Kamala Harris,59.113746020469335,Wisconsin,2024-08-23
66,YouGov,3.538769306102768,1.497444188222289,Kamala Harris,51.89280182364451,Michigan,2024-08-26
68,Napolitan News,4.7172143493779,0.37602022010833025,Kamala Harris,57.031815476594325,Texas,2024-07-10
70,CBS News,3.777086788159795,-1.160211319103837,Kamala Harris,52.92991188439284,Florida,2024-07-07
72,YouGov,3.4502272182144225,1.4592700451612473,Kamala Harris,53.33858273230477,Florida,2024-07-18
73,CBS News,3.0197082317899913,0.8958496013656259,Kamala Harris,55.6694555297192,Michigan,2024-09-04
75,Napolitan News,4.034418441634625,2.3127862764522433,Kamala Harris,47.290622422968255,Pennsylvania,2024-08-09
76,RMG Research,3.735691532958299,-0.24626375082880259,Kamala Harris,63.15315940060478,Michigan,2024-08-16
77,CBS News,4.373434796184301,1.4412083877250552,Kamala Harris,49.87589483905724,Pennsylvania,2024-09-21
83,Ipsos,4.975936564523726,1.108602775260806,Kamala Harris,50.966606633527256,Pennsylvania,2024-08-12
89,Napolitan News,3.3714336873497817,-0.31277792900800705,Kamala Harris,48.32198869471495,Texas,2024-09-17
90,CBS News,4.307723483792506,2.261754053644836,Kamala Harris,47.858469765960905,Michigan,2024-07-18
91,RMG Research,3.3761489246040584,2.260248953476548,Kamala Harris,50.64148946071458,Michigan,2024-07-04
92,YouGov,3.967649485869333,-0.5223728017881513,Kamala Harris,33.127283709747516,Pennsylvania,2024-07-24
93,Napolitan News,3.653126937290654,-0.22822769824415445,Kamala Harris,44.587098365894796,Texas,2024-07-31
94,Ipsos,3.4778940999647605,-1.397295894101262,Kamala Harris,48.18845109959587,Arizona,2024-09-02
96,SurveyMonkey,4.336372345034033,2.0104364650323987,Kamala Harris,46.949075148311636,Texas,2024-07-30
97,CBS News,4.465913318796083,-0.6405029464513063,Kamala Harris,48.71985154819705,Florida,2024-09-10
98,Napolitan News,3.680663720518351,0.20548143237829208,Kamala Harris,50.9158466376696,Michigan,2024-09-10
103,YouGov,4.376576134399511,0.9419656954705715,Kamala Harris,53.43235198136153,Michigan,2024-09-24
104,YouGov,3.5861720844171945,2.2718532849103212,Kamala Harris,50.67941484243817,Florida,2024-08-31
107,Other,3.8414629684993997,0.11721793003380299,Kamala Harris,47.06437984759475,Florida,2024-07-26
108,Napolitan News,3.630853192298673,1.1400935240089893,Kamala Harris,48.654976904771615,Pennsylvania,2024-08-27
109,CBS News,4.729429036052897,1.4034505495801568,Kamala Harris,45.689033014103984,Michigan,2024-07-23
119,Other,3.1463817814830692,1.3933643251657486,Kamala Harris,51.45704796604044,Texas,2024-07-24
124,Napolitan News,3.733938082610257,0.5434479769319296,Kamala Harris,36.440724498832736,Pennsylvania,2024-07-07
126,Other,4.532463276479393,1.105453584343195,Kamala Harris,54.79898723778224,Michigan,2024-09-08
127,Ipsos,4.057219296018593,-0.24153450038284063,Kamala Harris,43.556764431352924,Michigan,2024-09-19
128,SurveyMonkey,4.810441098478623,-1.053643735125661,Kamala Harris,48.075609970780704,Texas,2024-08-18
129,Napolitan News,4.681087104091421,0.9283536113798618,Kamala Harris,49.07249928911159,Texas,2024-09-04
131,RMG Research,3.4555178400594744,-0.34951601177453995,Kamala Harris,47.7710701230141,Arizona,2024-08-28
133,Ipsos,4.679595198133029,1.8717581322416663,Kamala Harris,47.56327065918859,Texas,2024-09-22
137,RMG Research,3.035297357966192,-0.45869039092212915,Kamala Harris,47.875674895311874,Texas,2024-07-22
138,RMG Research,3.508907093782909,1.9822967210784554,Kamala Harris,47.27753536713611,Pennsylvania,2024-07-10
139,SurveyMonkey,4.918531165877357,0.6590151973068714,Kamala Harris,50.16745664082901,Wisconsin,2024-08-27
140,Other,3.6243933550780643,0.9653495671227574,Kamala Harris,57.214608708423796,Wisconsin,2024-07-02
142,SurveyMonkey,3.9781672073062513,1.5888223461806774,Kamala Harris,49.78791457744133,Wisconsin,2024-08-04
143,Ipsos,4.806964875035919,0.3975253803655505,Kamala Harris,51.424198010349826,Arizona,2024-07-31
146,YouGov,4.285057504149154,1.9510614443570375,Kamala Harris,57.80286606073398,Pennsylvania,2024-09-23
148,SurveyMonkey,3.0935321718454363,1.7685198932886124,Kamala Harris,51.94739930922202,Michigan,2024-09-01
149,YouGov,3.6906839650357144,-0.8540082536637783,Kamala Harris,45.64125396381365,Florida,2024-09-10
150,YouGov,3.519847662863322,1.0003480352461338,Kamala Harris,56.508164475174894,Arizona,2024-07-09
153,YouGov,3.624759438610636,0.5544121963903308,Kamala Harris,53.47056872564793,Texas,2024-09-11
155,Other,4.031484356150031,-0.8695873906835914,Kamala Harris,50.58058818766695,Florida,2024-07-20
157,CBS News,3.5687802045140415,-0.713281923905015,Kamala Harris,49.361474770444296,Pennsylvania,2024-09-09
158,Napolitan News,3.5371816921047867,0.07278040144592524,Kamala Harris,56.23504275820121,Florida,2024-07-11
161,YouGov,4.496061379113234,2.108869063667953,Kamala Harris,44.5417667334105,Texas,2024-08-20
164,Napolitan News,4.321770144323819,0.5541899809613824,Kamala Harris,54.62681540670819,Florida,2024-07-29
165,CBS News,3.1585388638312,-1.4288895027711987,Kamala Harris,39.85369485942037,Michigan,2024-07-28
166,SurveyMonkey,4.546831210097298,-1.0986509257927537,Kamala Harris,44.33890446688188,Michigan,2024-08-21
167,CBS News,4.95671304599382,2.483575202524662,Kamala Harris,44.10986652196355,Wisconsin,2024-07-08
168,Other,4.72316042908933,-0.5434115007519722,Kamala Harris,51.44635475601963,Texas,2024-08-16
173,Ipsos,4.124120043590665,2.2533091017976403,Kamala Harris,44.72881379176317,Pennsylvania,2024-08-02
176,Napolitan News,3.699944719672203,1.7377272313460708,Kamala Harris,49.37137527494387,Florida,2024-07-11
177,SurveyMonkey,4.360312481364235,0.032090675085783005,Kamala Harris,59.1058405265033,Pennsylvania,2024-07-19
178,RMG Research,4.99856195782777,-1.4241867400705814,Kamala Harris,47.08272557294469,Arizona,2024-08-21
179,CBS News,3.055058728763834,1.7900782618671656,Kamala Harris,51.43085927492487,Wisconsin,2024-08-08
180,Ipsos,4.726568533456884,-0.2380564259365201,Kamala Harris,44.627560666208005,Texas,2024-08-24
181,YouGov,4.392005996545777,1.164613020606339,Kamala Harris,45.886448319056555,Pennsylvania,2024-07-18
186,RMG Research,3.1792654633522037,-0.10437183454632759,Kamala Harris,53.77378369945973,Arizona,2024-08-11
187,SurveyMonkey,3.4811500465264547,1.458773460239172,Kamala Harris,46.19288773638239,Michigan,2024-09-15
188,CBS News,4.516300401161425,1.555615857243538,Kamala Harris,50.65432543876461,Texas,2024-09-01
189,CBS News,4.3553905467037115,2.1837671855464578,Kamala Harris,40.996986397439,Arizona,2024-08-19
190,SurveyMonkey,3.4681837965967137,1.073825754225254,Kamala Harris,52.59070448617336,Florida,2024-09-07
191,SurveyMonkey,4.366496473923325,-0.5383089622482657,Kamala Harris,57.04198862532911,Michigan,2024-09-03
192,SurveyMonkey,4.525857443572022,-0.04655745159834623,Kamala Harris,47.152300275674854,Michigan,2024-08-02
194,CBS News,3.6373799586901443,-1.3663232838734984,Kamala Harris,55.12750654791971,Michigan,2024-07-31
195,SurveyMonkey,4.241550046741031,-0.33806763496249914,Kamala Harris,57.348700950672075,Michigan,2024-07-30
201,CBS News,3.297112361411564,-0.31442522536963224,Kamala Harris,48.517397933355895,Michigan,2024-08-29
203,Napolitan News,4.659606241807341,-0.3564469190314412,Kamala Harris,52.520581504830915,Wisconsin,2024-08-30
204,CBS News,4.639012479409575,-0.08158255461603403,Kamala Harris,50.97419602867195,Michigan,2024-08-18
206,Ipsos,3.7298191737616433,2.1710683433339,Kamala Harris,49.8613584692136,Texas,2024-09-13
209,RMG Research,4.343443609913811,1.2819417482241988,Kamala Harris,50.282787588442744,Michigan,2024-09-08
210,YouGov,4.878529558493756,-1.0879940753802657,Kamala Harris,48.6736062606348,Pennsylvania,2024-07-08
212,Ipsos,4.214679451403208,0.12207182962447405,Kamala Harris,44.558220100234784,Wisconsin,2024-09-21
213,RMG Research,4.811287095258012,1.3162388782948256,Kamala Harris,50.744554625947586,Wisconsin,2024-08-10
214,Ipsos,4.975376744009554,1.974779037758708,Kamala Harris,46.879851092372526,Texas,2024-09-07
218,Napolitan News,4.879156213928946,2.158868307247758,Kamala Harris,45.700261845353936,Wisconsin,2024-08-07
219,CBS News,3.1747280021896587,-0.09378699492663145,Kamala Harris,48.74143609251766,Arizona,2024-09-02
221,RMG Research,3.87998120971024,-0.7582785598933697,Kamala Harris,48.51102727836565,Wisconsin,2024-09-02
226,CBS News,3.1058421012014152,1.416064688935876,Kamala Harris,55.99111876878369,Florida,2024-09-06
227,YouGov,4.815942773036658,0.05897318758070469,Kamala Harris,48.05232239190148,Florida,2024-07-01
228,Other,4.077964132349007,2.168591607362032,Kamala Harris,59.61568638136808,Texas,2024-08-05
232,CBS News,4.107241800171323,-0.3313219966366887,Kamala Harris,56.957073793189764,Arizona,2024-09-21
234,Napolitan News,3.8251091194339097,1.1558526130393147,Kamala Harris,46.27902999599653,Florida,2024-08-09
235,Other,3.7771319557912646,0.1948000881820917,Kamala Harris,50.71910458640944,Pennsylvania,2024-07-16
236,RMG Research,3.541657027625479,-0.4553074277937412,Kamala Harris,42.60818431229381,Texas,2024-07-17
238,RMG Research,3.6173222433542835,-1.297837857156992,Kamala Harris,51.27933383728265,Wisconsin,2024-07-12
239,RMG Research,4.509818542678841,2.0064274556934834,Kamala Harris,53.367199200940156,Texas,2024-07-11
241,SurveyMonkey,3.6273470065090807,-1.4623919893056154,Kamala Harris,46.7698209982797,Wisconsin,2024-07-21
242,CBS News,3.7256513952976094,0.8060901025310159,Kamala Harris,50.699532158451916,Arizona,2024-08-15
243,YouGov,4.399288166337646,-0.12432204280048609,Kamala Harris,55.35844769147593,Arizona,2024-08-24
244,YouGov,4.573593297088519,-0.04017436597496271,Kamala Harris,55.51748739920157,Arizona,2024-08-23
245,Other,3.0120423960499467,1.2431478640064597,Kamala Harris,49.71848879292288,Wisconsin,2024-09-07
247,YouGov,4.455753274983726,1.5436921315267682,Kamala Harris,60.92801181764668,Florida,2024-07-21
250,CBS News,4.20878109477926,-0.1627657050266862,Kamala Harris,39.90689137192787,Wisconsin,2024-09-16
252,YouGov,4.032837794092484,1.0319272577762604,Kamala Harris,45.26113997919402,Arizona,2024-09-23
257,CBS News,3.8587363672442736,1.9147820034995675,Kamala Harris,49.57547687157755,Arizona,2024-07-31
260,RMG Research,3.6722836910514163,1.1415951373055577,Kamala Harris,50.764787976515784,Wisconsin,2024-08-16
262,Napolitan News,4.621062077605165,0.9958116970956326,Kamala Harris,53.19460400955894,Arizona,2024-07-19
263,Other,3.468189178477042,-0.717648328281939,Kamala Harris,57.72114939685815,Arizona,2024-08-01
266,YouGov,3.4152833761181682,-0.6862248815596104,Kamala Harris,48.73935673412916,Florida,2024-07-16
267,SurveyMonkey,4.340203592111356,0.22999803628772497,Kamala Harris,59.188432421966745,Michigan,2024-09-28
268,SurveyMonkey,4.597871130076237,1.8162574227899313,Kamala Harris,60.42740066224524,Wisconsin,2024-09-07
269,RMG Research,3.7103400368010626,0.34517168439924717,Kamala Harris,45.53348406503395,Wisconsin,2024-09-15
270,CBS News,3.991127048782073,0.6891474854201078,Kamala Harris,44.69067995149684,Arizona,2024-08-11
